Store,Monthly_Sales,Avg_Temperature,Year_Month
23,1381295.2825,55.9075,2012-05
23,1512337.058,64.764,2012-06
23,1408640.845,70.1225,2012-07
23,1528611.852,69.114,2012-08
23,1340966.6275,59.655,2012-09
23,1397038.05,50.8,2012-10
24,1336729.49,28.35,2010-02
24,1300637.595,43.5,2010-03
24,1330032.362,52.181999999999995,2010-04
24,1378459.845,61.9975,2010-05
24,1423842.2625,69.725,2010-06
24,1473769.1039999998,75.582,2010-07
24,1388107.48,71.97,2010-08
24,1320897.23,66.31,2010-09
24,1271565.23,56.102,2010-10
24,1413665.5325,42.8775,2010-11
24,1652891.4039999999,29.163999999999998,2010-12
24,1145118.41,23.6825,2011-01
24,1290423.5275,27.6175,2011-02
24,1231825.9025,37.785,2011-03
24,1250659.268,47.854,2011-04
24,1299253.9825,59.955,2011-05
24,1388472.3575,69.09,2011-06
24,1407704.186,74.27799999999999,2011-07
24,1393711.6975,71.7575,2011-08
24,1285943.1400000001,66.126,2011-09
24,1332483.9,54.67,2011-10
24,1467427.5825,44.1625,2011-11
24,1604514.892,39.178,2011-12
24,1154115.0875,31.7525,2012-01
24,1320690.2675,35.925,2012-02
24,1246191.856,46.465999999999994,2012-03
24,1303376.8025,51.052499999999995,2012-04
24,1342162.7175,59.932500000000005,2012-05
24,1420412.166,68.538,2012-06
24,1438052.9175,75.64500000000001,2012-07
24,1396736.988,72.194,2012-08
24,1310120.2775,64.3,2012-09
24,1348904.71,54.935,2012-10
25,641343.2225,23.515,2010-02
25,670713.3725,40.085,2010-03
25,730380.3359999999,51.562,2010-04
25,729774.6699999999,60.105000000000004,2010-05
25,754833.1799999999,68.6575,2010-06
25,710682.422,72.49,2010-07
25,705374.645,70.87,2010-08
25,644580.3099999999,64.375,2010-09
25,657024.188,52.512,2010-10
25,810715.4875,41.4075,2010-11
25,963298.692,25.098,2010-12
25,574924.4299999999,22.3575,2011-01
25,615237.65,27.975,2011-02
25,615114.6125,36.942499999999995,2011-03
25,669475.958,45.268,2011-04
25,685143.7424999999,58.335,2011-05
25,723613.725,69.1075,2011-06
25,684898.502,72.748,2011-07
25,690554.4475,69.955,2011-08
25,652358.8219999999,63.548,2011-09
25,683389.4525,51.5675,2011-10
25,820591.4175,43.8975,2011-11
25,953292.28,36.722,2011-12
25,608870.6525000001,30.235,2012-01
25,642337.4625,33.7975,2012-02
25,656450.478,46.942,2012-03
25,691693.065,47.1225,2012-04
25,734216.5225,60.9675,2012-05
25,723874.748,67.944,2012-06
25,703066.4025,74.1725,2012-07
25,724009.132,68.816,2012-08
25,669192.6425,61.4525,2012-09
25,692831.7324999999,52.485,2012-10
26,976134.215,19.4075,2010-02
26,941507.8049999999,32.575,2010-03
26,948825.2220000001,40.7,2010-04
26,1025939.98,51.565,2010-05
26,1013648.5025000001,56.87,2010-06
26,1041180.726,65.366,2010-07
26,1030493.985,61.105,2010-08
26,967971.5025,56.075,2010-09
26,934768.0939999999,44.194,2010-10
26,1032555.96,33.214999999999996,2010-11
26,1162763.9540000001,21.096,2010-12
26,844447.7125,14.0875,2011-01
26,953698.64,15.555,2011-02
26,911562.595,24.2975,2011-03
26,898575.6880000001,34.504000000000005,2011-04
26,975211.32,49.7,2011-05
26,1031908.6174999999,57.945,2011-06
26,1049737.824,64.1,2011-07
26,1070395.325,61.957499999999996,2011-08
26,988881.612,57.196000000000005,2011-09
26,1016268.3325,45.26,2011-10
26,1073750.68,35.1575,2011-11
26,1170860.642,28.110000000000003,2011-12
26,866668.665,21.9675,2012-01
26,975969.28,25.2725,2012-02
26,940104.652,33.976,2012-03
26,960517.135,41.165,2012-04
26,1013628.9,49.5375,2012-05
26,1051750.2859999998,57.90599999999999,2012-06
26,1081247.905,65.07,2012-07
26,1071376.774,64.784,2012-08
26,998454.105,55.652499999999996,2012-09
26,1018585.4425,47.43,2012-10
27,1738914.2775,31.36,2010-02
27,1694046.4125,46.3575,2010-03
27,1904671.7140000002,54.386,2010-04
27,1895247.2175,63.5075,2010-05
27,1949180.7,72.80250000000001,2010-06
27,1929829.798,79.708,2010-07
27,1895008.8675,75.07,2010-08
27,1762146.72,70.12,2010-09
27,1672494.936,60.038,2010-10
27,1961679.19,47.3225,2010-11
27,2178660.158,33.038,2010-12
27,1509652.3875,28.4725,2011-01
27,1665656.615,32.879999999999995,2011-02
27,1612145.1825,41.8475,2011-03
27,1721923.6379999998,49.622,2011-04
27,1766644.7525,60.8,2011-05
27,1874454.49,71.62,2011-06
27,1842390.7,78.03,2011-07
27,1830508.3775,75.16499999999999,2011-08
27,1648559.442,69.31,2011-09
27,1688738.905,58.28,2011-10
27,1912494.38,48.3625,2011-11
27,2083426.986,43.39,2011-12
27,1458338.1099999999,36.1025,2012-01
27,1617668.83,39.84,2012-02
27,1597796.81,48.138,2012-03
27,1688729.215,53.974999999999994,2012-04
27,1717440.0775000001,60.6425,2012-05
27,1823867.116,70.828,2012-06
27,1793727.955,78.92,2012-07
27,1734813.296,75.62,2012-08
27,1614683.2774999999,68.935,2012-09
27,1643830.0375,58.855000000000004,2012-10
28,1566198.6325,50.599999999999994,2010-02
28,1365100.19,55.8775,2010-03
28,1304661.5,63.194,2010-04
28,1293325.9775,70.6575,2010-05
28,1347829.33,85.14,2010-06
28,1264336.024,95.012,2010-07
28,1282318.2475,91.49000000000001,2010-08
28,1260270.6099999999,82.7425,2010-09
28,1209604.614,72.392,2010-10
28,1471118.2325,57.28,2010-11
28,1508221.872,48.754000000000005,2010-12
28,1177179.47,46.265,2011-01
28,1447206.1075,49.56,2011-02
28,1398011.6724999999,57.019999999999996,2011-03
28,1302299.576,65.224,2011-04
28,1270133.2425,70.64750000000001,2011-05
28,1305266.2275,81.58,2011-06
28,1251296.876,90.462,2011-07
28,1277283.77,92.0,2011-08
28,1233601.6539999999,84.846,2011-09
28,1306054.4075,69.5525,2011-10
28,1541032.2774999999,53.995000000000005,2011-11
28,1466269.8699999999,45.6,2011-12
28,1222431.33,48.7825,2012-01
28,1482389.295,51.945,2012-02
28,1379192.7280000001,58.374,2012-03
28,1300382.775,68.2625,2012-04
28,1269932.2225,80.4125,2012-05
28,1245126.628,86.192,2012-06
28,1241310.2875,90.935,2012-07
28,1251252.052,90.80799999999999,2012-08
28,1214800.8900000001,84.0875,2012-09
28,1256515.7075,71.99,2012-10
29,524781.0225,30.11,2010-02
29,525991.835,43.71,2010-03
29,537002.0900000001,51.032,2010-04
29,541771.9275,60.1075,2010-05
29,568253.6925,69.0,2010-06
29,534717.97,76.332,2010-07
29,523115.8125,72.83,2010-08
29,499913.5125,68.02,2010-09
29,504009.704,57.766,2010-10
29,632224.2825,45.4975,2010-11
29,760794.066,31.312,2010-12
29,434604.64,26.1825,2011-01
29,520176.0075,30.212500000000002,2011-02
29,500472.15,39.2725,2011-03
29,516299.378,46.86,2011-04
29,531897.925,58.1225,2011-05
29,559741.3375,68.03,2011-06
29,520387.126,74.666,2011-07
29,520287.2125,73.38499999999999,2011-08
29,479766.92199999996,67.704,2011-09
29,502739.3275,56.92,2011-10
29,642525.705,46.8775,2011-11
29,703660.17,41.936,2011-12
29,439345.1925,34.6125,2012-01
29,521847.235,37.8775,2012-02
29,503364.11,45.266,2012-03
29,544192.7975,51.625,2012-04
29,532010.855,57.94,2012-05
29,564098.578,67.976,2012-06
29,518851.4425,75.8275,2012-07
29,520227.176,73.4,2012-08
29,498673.1225,66.3175,2012-09
29,521562.43,57.2825,2012-10
30,474581.765,40.47,2010-02
30,457243.6775,53.0125,2010-03
30,460466.782,65.774,2010-04
30,459494.5075,74.7825,2010-05
30,451202.905,84.845,2010-06
30,440616.934,84.066,2010-07
30,444129.4275,88.9325,2010-08
30,456790.565,81.4225,2010-09
30,451893.158,68.576,2010-10
30,450592.14,58.5825,2010-11
30,439612.462,48.778,2010-12
30,445401.89749999996,41.285,2011-01
30,452912.6675,48.019999999999996,2011-02
30,434772.3425,61.95,2011-03
30,435505.82800000004,67.394,2011-04
30,431953.03250000003,70.5325,2011-05
30,428925.575,85.44749999999999,2011-06
30,421350.02,89.922,2011-07
30,411604.6875,92.17999999999999,2011-08
30,380474.698,81.204,2011-09
30,420837.66500000004,68.0125,2011-10
30,432668.0575,58.535,2011-11
30,431838.396,46.483999999999995,2011-12
30,443963.26249999995,49.025,2012-01
30,436442.8875,50.5475,2012-02
30,435740.566,62.136,2012-03
30,446737.71499999997,68.5575,2012-04
30,450212.26,75.895,2012-05
30,430902.878,82.01,2012-06
30,427566.4925,85.0275,2012-07
30,428759.02599999995,85.598,2012-08
30,435160.19,79.105,2012-09
30,439576.625,67.7075,2012-10
31,1457735.1099999999,40.47,2010-02
31,1328240.1425,53.0125,2010-03
31,1328885.018,65.774,2010-04
31,1328982.04,74.7825,2010-05
31,1369082.6600000001,84.845,2010-06
31,1294056.4039999999,84.066,2010-07
31,1345828.4025,88.9325,2010-08
31,1283645.44,81.4225,2010-09
31,1260035.264,68.576,2010-10
31,1473812.7775,58.5825,2010-11
31,1559216.608,48.778,2010-12
31,1315459.9975,41.285,2011-01
31,1471794.7275,48.019999999999996,2011-02
31,1400222.3075,61.95,2011-03
31,1392535.3699999999,67.394,2011-04
31,1381628.165,70.5325,2011-05
31,1430662.2675,85.44749999999999,2011-06
31,1384114.92,89.922,2011-07
31,1444278.605,92.17999999999999,2011-08
31,1351808.5280000002,81.204,2011-09
31,1390474.135,68.0125,2011-10
31,1562615.885,58.535,2011-11
31,1587677.414,46.483999999999995,2011-12
31,1352791.005,49.025,2012-01
31,1470631.345,50.5475,2012-02
31,1406664.6800000002,62.136,2012-03
31,1405600.3900000001,68.5575,2012-04
31,1405690.855,75.895,2012-05
31,1404414.704,82.01,2012-06
31,1382122.08,85.0275,2012-07
31,1388052.724,85.598,2012-08
31,1334490.6275,79.105,2012-09
31,1370860.3675,67.7075,2012-10
32,1086747.1175000002,29.58,2010-02
32,1073922.3675000002,39.155,2010-03
32,1089930.572,48.844,2010-04
32,1140613.5750000002,53.985,2010-05
32,1154066.1275,67.72749999999999,2010-06
32,1112067.844,73.96000000000001,2010-07
32,1158229.165,73.5825,2010-08
32,1058990.59,67.5,2010-09
32,1092117.878,55.732000000000006,2010-10
32,1247360.2675,39.4275,2010-11
32,1408127.674,33.257999999999996,2010-12
32,1039946.61,28.7175,2011-01
32,1108274.5625,27.267500000000002,2011-02
32,1094447.6375,41.9075,2011-03
32,1118540.442,46.632,2011-04
32,1160122.1400000001,50.895,2011-05
32,1190849.81,64.795,2011-06
32,1162001.434,73.576,2011-07
32,1203387.24,74.5975,2011-08
32,1125587.664,64.084,2011-09
32,1165379.745,51.099999999999994,2011-10
32,1313370.3725,39.72,2011-11
32,1442686.662,27.386000000000003,2011-12
32,1075853.0625,34.8175,2012-01
32,1155471.12,29.225,2012-02
32,1134258.274,45.708,2012-03
32,1172694.9575,53.625,2012-04
32,1196189.8825,57.7225,2012-05
32,1202746.338,72.338,2012-06
32,1167024.87,76.3925,2012-07
32,1225827.06,73.602,2012-08
32,1149823.5425,65.18,2012-09
32,1199681.975,49.905,2012-10
33,287594.965,58.1325,2010-02
33,287193.845,60.8675,2010-03
33,289352.292,70.50800000000001,2010-04
33,307888.5425,78.3675,2010-05
33,281929.945,90.2325,2010-06
33,269127.77400000003,96.686,2010-07
33,245677.035,94.63499999999999,2010-08
33,247123.68,90.8,2010-09
33,238045.148,79.3,2010-10
33,245903.22,64.565,2010-11
33,234192.652,57.6,2010-12
33,244872.2275,53.99,2011-01
33,251416.895,54.8825,2011-02
33,250418.9475,65.52,2011-03
33,255521.708,73.612,2011-04
33,253784.0425,78.63749999999999,2011-05
33,244627.6525,88.7925,2011-06
33,243629.11000000002,96.03,2011-07
33,249261.35749999998,97.12,2011-08
33,249594.662,91.848,2011-09
33,249877.375,79.03,2011-10
33,253852.2825,64.09,2011-11
33,244333.22999999998,52.998000000000005,2011-12
33,257081.2475,56.9625,2012-01
33,261867.89500000002,59.17,2012-02
33,262352.838,64.252,2012-03
33,275061.64749999996,74.9825,2012-04
33,276272.76,85.5375,2012-05
33,268732.552,92.17,2012-06
33,265766.055,94.0625,2012-07
33,262237.348,94.63199999999999,2012-08
33,264842.35000000003,87.0925,2012-09
33,266342.38,78.5175,2012-10
34,960139.7875,36.8025,2010-02
34,903089.21,43.42,2010-03
34,924724.0539999999,54.426,2010-04
34,935976.155,62.7,2010-05
34,939570.295,76.24000000000001,2010-06
34,907747.5480000001,75.806,2010-07
34,944804.5825,74.96000000000001,2010-08
34,912395.5599999999,71.4225,2010-09
34,909742.2039999999,60.760000000000005,2010-10
34,1054316.525,45.4225,2010-11
34,1167635.8599999999,39.224000000000004,2010-12
34,881750.1025,32.375,2011-01
34,1000887.0549999999,35.5425,2011-02
34,961244.915,50.192499999999995,2011-03
34,949806.794,57.782,2011-04
34,954604.2324999999,61.2275,2011-05
34,945798.785,75.7375,2011-06
34,901324.4539999999,79.936,2011-07
34,932577.6925,77.82249999999999,2011-08
34,911782.394,69.78,2011-09
34,944403.835,57.1575,2011-10
34,1069335.0525,45.2675,2011-11
34,1156641.434,31.608000000000004,2011-12
34,912737.3475,37.3675,2012-01
34,1015156.495,38.120000000000005,2012-02
34,969992.132,48.15,2012-03
34,999075.6675,58.8425,2012-04
34,988785.095,66.0875,2012-05
34,980434.994,76.6,2012-06
34,957839.7025,76.7425,2012-07
34,970266.5560000001,76.66,2012-08
34,950826.0875,68.92,2012-09
34,959503.54,60.442499999999995,2012-10
35,1172684.7974999999,31.36,2010-02
35,1127347.7974999999,46.3575,2010-03
35,1135963.424,54.386,2010-04
35,1147084.2774999999,63.5075,2010-05
35,1217765.73,72.80250000000001,2010-06
35,1179979.384,79.708,2010-07
35,1055545.8625,75.07,2010-08
35,874965.04,70.12,2010-09
35,825912.134,60.038,2010-10
35,1085846.785,47.3225,2010-11
35,1152347.0119999999,33.038,2010-12
35,657538.095,28.4725,2011-01
35,828317.5900000001,32.879999999999995,2011-02
35,810974.2125,41.8475,2011-03
35,804946.5900000001,49.622,2011-04
35,822221.0725,60.8,2011-05
35,872147.37,71.62,2011-06
35,821405.184,78.03,2011-07
35,841014.55,75.16499999999999,2011-08
35,786039.74,69.31,2011-09
35,796161.67,58.28,2011-10
35,1022207.895,48.3625,2011-11
35,1084538.2480000001,43.39,2011-12
35,638854.0575,36.1025,2012-01
35,806569.325,39.84,2012-02
35,772233.0119999999,48.138,2012-03
35,791199.8925,53.974999999999994,2012-04
35,803946.02,60.6425,2012-05
35,891545.8699999999,70.828,2012-06
35,865124.5025,78.92,2012-07
35,893823.6640000001,75.62,2012-08
35,848201.1975,68.935,2012-09
35,858532.4525,58.855000000000004,2012-10
36,463727.72750000004,47.152499999999996,2010-02
36,438732.0325,57.1525,2010-03
36,452941.146,67.52799999999999,2010-04
36,472018.54,77.825,2010-05
36,464843.6625,82.685,2010-06
36,451480.178,82.5,2010-07
36,446970.0925,85.42750000000001,2010-08
36,434952.15750000003,81.035,2010-09
36,427487.958,72.20599999999999,2010-10
36,413043.0925,62.2875,2010-11
36,391286.012,54.996,2010-12
36,391630.6875,49.225,2011-01
36,406619.3425,53.2625,2011-02
36,408057.715,64.9175,2011-03
36,388933.952,72.124,2011-04
36,378389.1725,75.14750000000001,2011-05
36,375635.295,83.4375,2011-06
36,366607.872,84.794,2011-07
36,369859.555,86.9025,2011-08
36,336732.11,81.474,2011-09
36,330760.5025,71.14,2011-10
36,326899.88,63.79,2011-11
36,311968.096,53.238,2011-12
36,321954.0775,58.7725,2012-01
36,321577.9875,58.1025,2012-02
36,318286.97599999997,66.974,2012-03
36,325684.7975,71.855,2012-04
36,318471.29000000004,76.59,2012-05
36,315073.446,82.29400000000001,2012-06
36,296962.32,81.3575,2012-07
36,296747.546,84.382,2012-08
36,290026.1575,79.455,2012-09
36,284306.0425,73.325,2012-10
37,522464.4375,47.152499999999996,2010-02
37,502017.435,57.1525,2010-03
37,524586.538,67.52799999999999,2010-04
37,522791.6925,77.825,2010-05
37,488072.78500000003,82.685,2010-06
37,493161.93,82.5,2010-07
37,499870.105,85.42750000000001,2010-08
37,504060.12,81.035,2010-09
37,515639.748,72.20599999999999,2010-10
37,523393.7475,62.2875,2010-11
37,518169.498,54.996,2010-12
37,527060.025,49.225,2011-01
37,539487.095,53.2625,2011-02
37,508447.91000000003,64.9175,2011-03
37,530282.0719999999,72.124,2011-04
37,525009.025,75.14750000000001,2011-05
37,511109.265,83.4375,2011-06
37,503069.86600000004,84.794,2011-07
37,512034.26,86.9025,2011-08
37,516588.50999999995,81.474,2011-09
37,519148.1575,71.14,2011-10
37,526810.8775,63.79,2011-11
37,531073.4140000001,53.238,2011-12
37,540643.905,58.7725,2012-01
37,535558.47,58.1025,2012-02
37,520141.38600000006,66.974,2012-03
37,531028.1475,71.855,2012-04
37,534692.1075,76.59,2012-05
37,512333.67000000004,82.29400000000001,2012-06
37,510934.38,81.3575,2012-07
37,518713.34400000004,84.382,2012-08
37,522691.0,79.455,2012-09
37,538660.1625,73.325,2012-10
38,340542.9225,50.599999999999994,2010-02
38,345786.8475,55.8775,2010-03
38,344276.994,63.194,2010-04
38,349199.5625,70.6575,2010-05
38,347188.03500000003,85.14,2010-06
38,341604.952,95.012,2010-07
38,342995.8625,91.49000000000001,2010-08
38,345045.5825,82.7425,2010-09
38,345906.602,72.392,2010-10
38,357617.315,57.28,2010-11
38,343069.454,48.754000000000005,2010-12
38,360284.64249999996,46.265,2011-01
38,374713.315,49.56,2011-02
38,366082.045,57.019999999999996,2011-03
38,368837.54,65.224,2011-04
38,377945.325,70.64750000000001,2011-05
38,372366.2575,81.58,2011-06
38,374981.784,90.462,2011-07
38,388343.185,92.0,2011-08
38,396879.838,84.846,2011-09
38,407798.8525,69.5525,2011-10
38,408451.47250000003,53.995000000000005,2011-11
38,402664.452,45.6,2011-12
38,429960.56,48.7825,2012-01
38,438106.16,51.945,2012-02
38,434701.772,58.374,2012-03
38,439159.7425,68.2625,2012-04
38,439198.78,80.4125,2012-05
38,424896.946,86.192,2012-06
38,433998.295,90.935,2012-07
38,428040.18600000005,90.80799999999999,2012-08
38,432322.0675,84.0875,2012-09
38,435474.1275,71.99,2012-10
39,1223999.965,45.6575,2010-02
39,1261832.7075,56.565,2010-03
39,1315584.262,67.09200000000001,2010-04
39,1324729.37,77.31,2010-05
39,1383085.1325,82.2025,2010-06
39,1329141.384,81.9,2010-07
39,1417696.9449999998,85.155,2010-08
39,1269299.7625,80.6,2010-09
39,1260160.518,70.874,2010-10
39,1526280.1600000001,61.769999999999996,2010-11
39,1726029.866,54.196000000000005,2010-12
39,1204935.9224999999,48.167500000000004,2011-01
39,1286955.69,53.0675,2011-02
39,1308211.77,64.59,2011-03
39,1391663.958,72.13199999999999,2011-04
39,1368993.7475,75.3875,2011-05
39,1449599.5725,83.9025,2011-06
39,1413415.026,85.212,2011-07
39,1558953.0975,87.605,2011-08
39,1383474.024,82.23400000000001,2011-09
39,1441638.155,71.0425,2011-10
39,1714954.16,63.4,2011-11
39,1899573.9600000002,52.660000000000004,2011-12
39,1390701.485,57.295,2012-01
39,1440561.33,56.8575,2012-02
39,1483110.566,65.704,2012-03
39,1558992.2275,71.0575,2012-04
39,1525508.7375,75.83500000000001,2012-05
39,1575224.92,81.668,2012-06
39,1550112.3900000001,80.60499999999999,2012-07
39,1681192.2519999999,83.28999999999999,2012-08
39,1527176.3525,78.00999999999999,2012-09
39,1553953.5175,71.57,2012-10
40,934372.175,24.12,2010-02
40,914431.14,37.4825,2010-03
40,901095.0160000001,46.269999999999996,2010-04
40,952789.1275,57.545,2010-05
40,993378.5075000001,63.9525,2010-06
40,996158.724,71.90599999999999,2010-07
40,959008.1625000001,66.5625,2010-08
40,910796.105,61.095,2010-09
40,907732.1259999999,49.388,2010-10
40,980586.9400000001,37.1025,2010-11
40,1150196.3120000002,24.344,2010-12
40,801380.2475,16.6875,2011-01
40,923441.2225,17.12,2011-02
40,885742.9625,28.4175,2011-03
40,895278.324,39.812,2011-04
40,950025.3025,56.097500000000004,2011-05
40,1002137.5225,63.025,2011-06
40,1003844.7,68.56,2011-07
40,983043.3925,66.365,2011-08
40,931758.6240000001,60.888,2011-09
40,972784.315,49.4525,2011-10
40,1046105.0475,37.69,2011-11
40,1185498.9279999998,29.145999999999997,2011-12
40,829176.7725,21.53,2012-01
40,968535.125,26.805,2012-02
40,897911.314,36.004000000000005,2012-03
40,940557.06,45.0,2012-04
40,962097.71,54.8425,2012-05
40,1023423.6900000001,63.532,2012-06
40,1021412.375,68.7225,2012-07
40,995644.7620000001,67.934,2012-08
40,952330.5149999999,57.385,2012-09
40,972767.5700000001,50.135,2012-10
41,1051541.4975,24.82,2010-02
41,1027337.3374999999,33.7225,2010-03
41,1085134.848,42.178,2010-04
41,1175516.4525000001,47.3225,2010-05
41,1224860.0175,61.0975,2010-06
41,1206499.652,68.044,2010-07
41,1287769.8175,69.0575,2010-08
41,1154535.115,62.485,2010-09
41,1141206.0359999998,51.986000000000004,2010-10
41,1344510.3925,35.5925,2010-11
41,1501947.09,30.682,2010-12
41,1080167.855,27.7825,2011-01
41,1158134.6075,24.215,2011-02
41,1161107.43,36.9725,2011-03
41,1212336.4940000002,40.727999999999994,2011-04
41,1259457.3275000001,45.79,2011-05
41,1285702.22,59.4375,2011-06
41,1291828.818,69.81800000000001,2011-07
41,1375156.0625,70.5,2011-08
41,1219101.4279999998,60.06600000000001,2011-09
41,1253605.075,47.2025,2011-10
41,1438753.865,35.23,2011-11
41,1610240.568,27.26,2011-12
41,1134663.235,32.3525,2012-01
41,1250759.32,26.015,2012-02
41,1227983.444,41.21,2012-03
41,1313251.255,49.1375,2012-04
41,1367267.685,53.3025,2012-05
41,1387573.394,66.148,2012-06
41,1370198.7149999999,72.27,2012-07
41,1465944.742,70.258,2012-08
41,1320831.36,60.6725,2012-09
41,1363111.4375,45.22,2012-10
42,529849.855,53.822500000000005,2010-02
42,535317.955,57.44,2010-03
42,521593.694,66.974,2010-04
42,533922.99,74.9825,2010-05
42,544252.73,86.57499999999999,2010-06
42,519357.996,89.838,2010-07
42,532390.83,87.3425,2010-08
42,535720.91,84.7775,2010-09
42,528000.778,75.08200000000001,2010-10
42,550148.9825,61.61,2010-11
42,521382.112,55.512,2010-12
42,559835.8275,50.7975,2011-01
42,574584.8049999999,52.9375,2011-02
42,564771.635,63.4575,2011-03
42,551354.28,70.20599999999999,2011-04
42,560804.335,74.71000000000001,2011-05
42,552566.9,86.2725,2011-06
42,536371.002,89.056,2011-07
42,551528.2,88.6,2011-08
42,552216.6059999999,84.588,2011-09
42,578879.6125,73.995,2011-10
42,596541.185,60.875,2011-11
42,551908.646,49.536,2011-12
42,604799.7925,54.7375,2012-01
42,608585.8275,55.68,2012-02
42,594022.654,60.367999999999995,2012-03
42,592647.57,71.0325,2012-04
42,594819.885,81.0675,2012-05
42,563673.89,87.358,2012-06
42,573367.9425,86.275,2012-07
42,553200.08,86.768,2012-08
42,559321.7925,81.4975,2012-09
42,565426.3725,75.03,2012-10
43,651912.1525000001,48.21,2010-02
43,648795.8525,54.2725,2010-03
43,657628.1599999999,65.128,2010-04
43,671182.0075,73.1575,2010-05
43,672810.5975,86.065,2010-06
43,670818.852,82.45,2010-07
43,695042.4375,84.1375,2010-08
43,696688.485,79.5075,2010-09
43,672262.668,70.97200000000001,2010-10
43,606092.28,58.055,2010-11
43,592672.468,51.870000000000005,2010-12
43,597574.935,45.4875,2011-01
43,626535.1325000001,47.845,2011-02
43,616633.0375,63.7525,2011-03
43,629501.4400000001,69.796,2011-04
43,640086.115,74.475,2011-05
43,636180.1699999999,86.5225,2011-06
43,600205.78,87.012,2011-07
43,606638.1375,85.905,2011-08
43,600704.422,80.45,2011-09
43,600238.9275,69.845,2011-10
43,638990.425,55.9475,2011-11
43,609925.9439999999,41.992000000000004,2011-12
43,635358.42,49.0225,2012-01
43,641262.595,50.3425,2012-02
43,645166.8019999999,58.998000000000005,2012-03
43,638859.94,70.1075,2012-04
43,631017.86,74.8825,2012-05
43,617865.03,86.346,2012-06
43,610563.55,81.83500000000001,2012-07
43,617904.9,83.97,2012-08
43,617198.365,77.86,2012-09
43,618376.8475,71.4125,2012-10
44,277245.8625,32.5925,2010-02
44,275677.9475,40.56,2010-03
44,274978.446,47.1,2010-04
44,282713.035,51.3475,2010-05
44,290224.655,63.832499999999996,2010-06
44,289180.408,77.83,2010-07
44,291432.04000000004,76.955,2010-08
44,285003.29000000004,66.6275,2010-09
44,280998.622,57.58,2010-10
44,286098.9125,40.6825,2010-11
44,285629.82,31.895999999999997,2010-12
44,283337.235,25.995,2011-01
44,290413.375,32.05,2011-02
44,286303.0425,40.644999999999996,2011-03
44,285057.138,43.672000000000004,2011-04
44,304612.925,51.7225,2011-05
44,303685.48,60.97,2011-06
44,296519.82200000004,76.66,2011-07
44,300891.14749999996,77.43,2011-08
44,303299.18600000005,69.322,2011-09
44,304478.755,53.6075,2011-10
44,309754.9875,39.2125,2011-11
44,307981.23,28.580000000000002,2011-12
44,315733.395,31.61,2012-01
44,321924.2575,34.2675,2012-02
44,311813.152,44.826,2012-03
44,321245.87,53.8975,2012-04
44,336186.27,59.61,2012-05
44,335335.444,70.074,2012-06
44,338153.8725,79.755,2012-07
44,336169.22599999997,79.926,2012-08
44,344447.385,67.99,2012-09
44,340005.10250000004,53.980000000000004,2012-10
45,782708.46,30.3,2010-02
45,775005.3775,46.519999999999996,2010-03
45,796057.058,54.818000000000005,2010-04
45,779839.91,64.225,2010-05
45,809919.26,74.395,2010-06
45,748475.842,79.628,2010-07
45,724773.0375,75.745,2010-08
45,726705.27,71.095,2010-09
45,722962.458,60.025999999999996,2010-10
45,859037.75,46.99,2010-11
45,1073382.064,32.448,2010-12
45,648941.5525,28.425,2011-01
45,765467.13,33.8775,2011-02
45,732299.2775,43.019999999999996,2011-03
45,765614.108,51.778,2011-04
45,787214.165,62.6425,2011-05
45,816458.5175000001,73.60749999999999,2011-06
45,750990.956,78.728,2011-07
45,759129.885,75.1875,2011-08
45,719414.454,69.138,2011-09
45,756943.7525,57.755,2011-10
45,896582.6875,47.905,2011-11
45,1060624.484,43.35,2011-12
45,678792.6075,36.71,2012-01
45,793225.65,39.917500000000004,2012-02
45,783438.908,49.424,2012-03
45,792420.9125,54.4725,2012-04
45,792842.875,62.489999999999995,2012-05
45,809942.5360000001,72.03,2012-06
45,760615.8525,79.7625,2012-07
45,726758.778,75.72999999999999,2012-08
45,726252.77,68.4425,2012-09
45,736581.5975,58.67,2012-10
